number,thumb,full
0684,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6595483--fc2f9d2c860c310157c29f8b4fdb643fc8a869d00a2bc7dd271bcccfe5b9289a.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6595483--fc2f9d2c860c310157c29f8b4fdb643fc8a869d00a2bc7dd271bcccfe5b9289a.jpeg/full/3500,/0/default.jpg"
0685,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6595483--fc2f9d2c860c310157c29f8b4fdb643fc8a869d00a2bc7dd271bcccfe5b9289a.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6595483--fc2f9d2c860c310157c29f8b4fdb643fc8a869d00a2bc7dd271bcccfe5b9289a.jpeg/full/3500,/0/default.jpg"
0686,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6595483--fc2f9d2c860c310157c29f8b4fdb643fc8a869d00a2bc7dd271bcccfe5b9289a.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6595483--fc2f9d2c860c310157c29f8b4fdb643fc8a869d00a2bc7dd271bcccfe5b9289a.jpeg/full/3500,/0/default.jpg"
0687,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6595483--fc2f9d2c860c310157c29f8b4fdb643fc8a869d00a2bc7dd271bcccfe5b9289a.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6595483--fc2f9d2c860c310157c29f8b4fdb643fc8a869d00a2bc7dd271bcccfe5b9289a.jpeg/full/3500,/0/default.jpg"
0688,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7422684--7dac692b85d8a838e18be91bac222d19b01c1ff5ce0f63ea266ef2418ad6435a.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7422684--7dac692b85d8a838e18be91bac222d19b01c1ff5ce0f63ea266ef2418ad6435a.jpeg/full/3500,/0/default.jpg"
0689,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7422684--7dac692b85d8a838e18be91bac222d19b01c1ff5ce0f63ea266ef2418ad6435a.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7422684--7dac692b85d8a838e18be91bac222d19b01c1ff5ce0f63ea266ef2418ad6435a.jpeg/full/3500,/0/default.jpg"
0690,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7422684--7dac692b85d8a838e18be91bac222d19b01c1ff5ce0f63ea266ef2418ad6435a.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7422684--7dac692b85d8a838e18be91bac222d19b01c1ff5ce0f63ea266ef2418ad6435a.jpeg/full/3500,/0/default.jpg"
0691,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7124240--eebb1c5956109c2aed20d79bc0f2bc54676085470c6669a01e71476f9c7899e7.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7124240--eebb1c5956109c2aed20d79bc0f2bc54676085470c6669a01e71476f9c7899e7.jpeg/full/3500,/0/default.jpg"
0692,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7630424--0570d89f2b4b1a3091264cfea08da445249e512280482db747aa60677a7080a0.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7630424--0570d89f2b4b1a3091264cfea08da445249e512280482db747aa60677a7080a0.jpeg/full/3500,/0/default.jpg"
0693,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6507256--e425d60656f3cf1458ee9bf5dc460306eb48914535eacbdf6607f789d042b47e.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6507256--e425d60656f3cf1458ee9bf5dc460306eb48914535eacbdf6607f789d042b47e.jpeg/full/3500,/0/default.jpg"
0694,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6350073--29b7c41c64dc3a440e0e3281ccfeee9349e9b08666edb5c4bcc90dafa3ff706a.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6350073--29b7c41c64dc3a440e0e3281ccfeee9349e9b08666edb5c4bcc90dafa3ff706a.jpeg/full/3500,/0/default.jpg"
0695,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6281355--4d07d440b58758186fe984627d9b8dd5d6b03fbd6c7dd8d4053660f8d1dda75e.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6281355--4d07d440b58758186fe984627d9b8dd5d6b03fbd6c7dd8d4053660f8d1dda75e.jpeg/full/3500,/0/default.jpg"
0696,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6601686--76382e2ef80f92f2b7cf12d47d4904f31221bbd4cdce6f1ac526334dd7cc2ad6.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6601686--76382e2ef80f92f2b7cf12d47d4904f31221bbd4cdce6f1ac526334dd7cc2ad6.jpeg/full/3500,/0/default.jpg"
0697,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6726933--4c72ad4060cfc3d25a5aa8f9113e36219057317433fd649aa58b5056dc1c4207.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6726933--4c72ad4060cfc3d25a5aa8f9113e36219057317433fd649aa58b5056dc1c4207.jpeg/full/3500,/0/default.jpg"
0698,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7801831--59a6f280148f96ae768942a3541a8812c56dfe76a75bcc8504a944c254d1fbf1.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7801831--59a6f280148f96ae768942a3541a8812c56dfe76a75bcc8504a944c254d1fbf1.jpeg/full/3500,/0/default.jpg"
0699,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6951120--4fdcc01a851c416f2d5bc145bd4a94aaaea8e4416105e35af36856a28378f2aa.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6951120--4fdcc01a851c416f2d5bc145bd4a94aaaea8e4416105e35af36856a28378f2aa.jpeg/full/3500,/0/default.jpg"
0700,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7200006--e21a7d010ac1b75cd5aef5e22cdd2f252121ff8bfaba7605a4957be073060766.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7200006--e21a7d010ac1b75cd5aef5e22cdd2f252121ff8bfaba7605a4957be073060766.jpeg/full/3500,/0/default.jpg"
0701,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6512775--3faa6a03aefa4ae22df04602be106e37e84f534303cd55c1c599b7a7166e5103.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6512775--3faa6a03aefa4ae22df04602be106e37e84f534303cd55c1c599b7a7166e5103.jpeg/full/3500,/0/default.jpg"
0702,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6359015--e696c2511df5891683bf253a6e419045060ae02c0585b68601c602af83b5e3d5.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6359015--e696c2511df5891683bf253a6e419045060ae02c0585b68601c602af83b5e3d5.jpeg/full/3500,/0/default.jpg"
0703,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6442157--34eb2da5fdedfc2feb219df9e367d669f85ec1ef00b0c9428d221737816e620b.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6442157--34eb2da5fdedfc2feb219df9e367d669f85ec1ef00b0c9428d221737816e620b.jpeg/full/3500,/0/default.jpg"
0704,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6353297--c2f96c9434062a94acb71f30e8fccc9362618fc757a4ebabbe50223ab4581775.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6353297--c2f96c9434062a94acb71f30e8fccc9362618fc757a4ebabbe50223ab4581775.jpeg/full/3500,/0/default.jpg"
0705,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6452371--789fba2f4ff2ac0f8cbb3b558b0c6fd1872306f3d0cd4370b430195e0635debb.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6452371--789fba2f4ff2ac0f8cbb3b558b0c6fd1872306f3d0cd4370b430195e0635debb.jpeg/full/3500,/0/default.jpg"
0706,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6478412--6ecfe39527103984d197af11a8de0a55748f614adff506186f0c4644b980b4c2.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6478412--6ecfe39527103984d197af11a8de0a55748f614adff506186f0c4644b980b4c2.jpeg/full/3500,/0/default.jpg"
0707,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6329635--7ab8f92ba2296cd65c07d26aa0c3529741554e0c5a24b1b4fdf07e6d25718692.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6329635--7ab8f92ba2296cd65c07d26aa0c3529741554e0c5a24b1b4fdf07e6d25718692.jpeg/full/3500,/0/default.jpg"
0708,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6434319--c4ad0d09188a9d1b826031d0e7aee5f2dee9a57505447a73c171d68ee4eeb5e2.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6434319--c4ad0d09188a9d1b826031d0e7aee5f2dee9a57505447a73c171d68ee4eeb5e2.jpeg/full/3500,/0/default.jpg"
0709,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6409816--656c1167fbbc25317965d98f12f415ae9109688c2b0f994a1cddb58d8bcdd3da.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6409816--656c1167fbbc25317965d98f12f415ae9109688c2b0f994a1cddb58d8bcdd3da.jpeg/full/3500,/0/default.jpg"
0710,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6539406--f6fde9863aeabb9dd9e1d00be604969089e11ecbb7ede32a28397af35370e09a.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6539406--f6fde9863aeabb9dd9e1d00be604969089e11ecbb7ede32a28397af35370e09a.jpeg/full/3500,/0/default.jpg"
0711,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7171026--7303d26ae08b94d6b21eed95d4c28cbc00e871fa0c2765c78a3d3fc1e31d65f8.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7171026--7303d26ae08b94d6b21eed95d4c28cbc00e871fa0c2765c78a3d3fc1e31d65f8.jpeg/full/3500,/0/default.jpg"
0712,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7557799--fda6dc4a5aaa8000ab00efc6f09b779a8772c558bbd493fdf2f7ef94ac53caac.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7557799--fda6dc4a5aaa8000ab00efc6f09b779a8772c558bbd493fdf2f7ef94ac53caac.jpeg/full/3500,/0/default.jpg"
0713,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7534149--0fd755911a5e9891c76c2a9acd6a107f20a7f9c6ce7424868e03023706b48629.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7534149--0fd755911a5e9891c76c2a9acd6a107f20a7f9c6ce7424868e03023706b48629.jpeg/full/3500,/0/default.jpg"
0714,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7676923--75413d8e86e1b1ac28ad2faef5aa67f28c409d4bd53cba1aa45fc627a9580e66.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7676923--75413d8e86e1b1ac28ad2faef5aa67f28c409d4bd53cba1aa45fc627a9580e66.jpeg/full/3500,/0/default.jpg"
0715,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7676923--75413d8e86e1b1ac28ad2faef5aa67f28c409d4bd53cba1aa45fc627a9580e66.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7676923--75413d8e86e1b1ac28ad2faef5aa67f28c409d4bd53cba1aa45fc627a9580e66.jpeg/full/3500,/0/default.jpg"
0716,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8064636--7d4fa8dbcbfa890c819c83758783683ee24d0f7587dece40f10818e410482f11.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8064636--7d4fa8dbcbfa890c819c83758783683ee24d0f7587dece40f10818e410482f11.jpeg/full/3500,/0/default.jpg"
0717,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8064636--7d4fa8dbcbfa890c819c83758783683ee24d0f7587dece40f10818e410482f11.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8064636--7d4fa8dbcbfa890c819c83758783683ee24d0f7587dece40f10818e410482f11.jpeg/full/3500,/0/default.jpg"
0718,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8826717--79438e84d35c27f2f2af3c5630aeda6c4b562bbd112b4114e802d822d37f1583.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8826717--79438e84d35c27f2f2af3c5630aeda6c4b562bbd112b4114e802d822d37f1583.jpeg/full/3500,/0/default.jpg"
0719,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8826717--79438e84d35c27f2f2af3c5630aeda6c4b562bbd112b4114e802d822d37f1583.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8826717--79438e84d35c27f2f2af3c5630aeda6c4b562bbd112b4114e802d822d37f1583.jpeg/full/3500,/0/default.jpg"
0720,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8826717--79438e84d35c27f2f2af3c5630aeda6c4b562bbd112b4114e802d822d37f1583.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8826717--79438e84d35c27f2f2af3c5630aeda6c4b562bbd112b4114e802d822d37f1583.jpeg/full/3500,/0/default.jpg"
0721,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8826717--79438e84d35c27f2f2af3c5630aeda6c4b562bbd112b4114e802d822d37f1583.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8826717--79438e84d35c27f2f2af3c5630aeda6c4b562bbd112b4114e802d822d37f1583.jpeg/full/3500,/0/default.jpg"
0722,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s9141882--6d6f179436d6f98afeb6807a61fb521640bb8ff919162d8cd7426929e61068d1.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s9141882--6d6f179436d6f98afeb6807a61fb521640bb8ff919162d8cd7426929e61068d1.jpeg/full/3500,/0/default.jpg"
0723,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s9141882--6d6f179436d6f98afeb6807a61fb521640bb8ff919162d8cd7426929e61068d1.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s9141882--6d6f179436d6f98afeb6807a61fb521640bb8ff919162d8cd7426929e61068d1.jpeg/full/3500,/0/default.jpg"
0724,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8263719--55299d4134365be2166aa8300690a41423f0a30b8b86004b2a1839c597f19084.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8263719--55299d4134365be2166aa8300690a41423f0a30b8b86004b2a1839c597f19084.jpeg/full/3500,/0/default.jpg"
0725,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8263719--55299d4134365be2166aa8300690a41423f0a30b8b86004b2a1839c597f19084.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8263719--55299d4134365be2166aa8300690a41423f0a30b8b86004b2a1839c597f19084.jpeg/full/3500,/0/default.jpg"
0726,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8191194--1e2ee701f9eeb13118988f5b5a14c3a56130b64dc2b830c39607bccac9ed2165.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8191194--1e2ee701f9eeb13118988f5b5a14c3a56130b64dc2b830c39607bccac9ed2165.jpeg/full/3500,/0/default.jpg"
0727,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8191194--1e2ee701f9eeb13118988f5b5a14c3a56130b64dc2b830c39607bccac9ed2165.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8191194--1e2ee701f9eeb13118988f5b5a14c3a56130b64dc2b830c39607bccac9ed2165.jpeg/full/3500,/0/default.jpg"
0728,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8747743--fd9819b986475ddad3b8244d47c1405bd651e6fa4c2c867d806ac50a359780c3.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8747743--fd9819b986475ddad3b8244d47c1405bd651e6fa4c2c867d806ac50a359780c3.jpeg/full/3500,/0/default.jpg"
0729,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8747743--fd9819b986475ddad3b8244d47c1405bd651e6fa4c2c867d806ac50a359780c3.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8747743--fd9819b986475ddad3b8244d47c1405bd651e6fa4c2c867d806ac50a359780c3.jpeg/full/3500,/0/default.jpg"
0730,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8747743--fd9819b986475ddad3b8244d47c1405bd651e6fa4c2c867d806ac50a359780c3.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8747743--fd9819b986475ddad3b8244d47c1405bd651e6fa4c2c867d806ac50a359780c3.jpeg/full/3500,/0/default.jpg"
0731,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8084300--54177bf4350df47729380b6de3275ddb553c05fd6972204b467ec5ed73da8353.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8084300--54177bf4350df47729380b6de3275ddb553c05fd6972204b467ec5ed73da8353.jpeg/full/3500,/0/default.jpg"
0732,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8218036--c1d44c5bd560de5f7ddcc2e17b59cd0a0aa75daed2fca2c729ae3c6cc9260cf0.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8218036--c1d44c5bd560de5f7ddcc2e17b59cd0a0aa75daed2fca2c729ae3c6cc9260cf0.jpeg/full/3500,/0/default.jpg"
0733,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s9593688--325e6b874e54170a47cd4c7ed4bad65ecba93d69d18c25bf835c2a4ab1d8c33e.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s9593688--325e6b874e54170a47cd4c7ed4bad65ecba93d69d18c25bf835c2a4ab1d8c33e.jpeg/full/3500,/0/default.jpg"
0734,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s9593688--325e6b874e54170a47cd4c7ed4bad65ecba93d69d18c25bf835c2a4ab1d8c33e.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s9593688--325e6b874e54170a47cd4c7ed4bad65ecba93d69d18c25bf835c2a4ab1d8c33e.jpeg/full/3500,/0/default.jpg"
0735,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8796554--3b3df003ff5723590bce66d65c006b67185d1a7430a66608f4132f307419868d.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8796554--3b3df003ff5723590bce66d65c006b67185d1a7430a66608f4132f307419868d.jpeg/full/3500,/0/default.jpg"
0736,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8796554--3b3df003ff5723590bce66d65c006b67185d1a7430a66608f4132f307419868d.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8796554--3b3df003ff5723590bce66d65c006b67185d1a7430a66608f4132f307419868d.jpeg/full/3500,/0/default.jpg"
0737,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7822964--ce2ae1891bc003c83689b927a9707e5540a69250e16c2904f6f9f25316bc14d5.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7822964--ce2ae1891bc003c83689b927a9707e5540a69250e16c2904f6f9f25316bc14d5.jpeg/full/3500,/0/default.jpg"
0738,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7822964--ce2ae1891bc003c83689b927a9707e5540a69250e16c2904f6f9f25316bc14d5.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7822964--ce2ae1891bc003c83689b927a9707e5540a69250e16c2904f6f9f25316bc14d5.jpeg/full/3500,/0/default.jpg"
0739,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8543796--fb4d636ce1e995fd89d1b84b62125911f68eaa5aa25dcc83612e6ad93d326686.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8543796--fb4d636ce1e995fd89d1b84b62125911f68eaa5aa25dcc83612e6ad93d326686.jpeg/full/3500,/0/default.jpg"
0740,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8543796--fb4d636ce1e995fd89d1b84b62125911f68eaa5aa25dcc83612e6ad93d326686.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8543796--fb4d636ce1e995fd89d1b84b62125911f68eaa5aa25dcc83612e6ad93d326686.jpeg/full/3500,/0/default.jpg"
0741,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8543796--fb4d636ce1e995fd89d1b84b62125911f68eaa5aa25dcc83612e6ad93d326686.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8543796--fb4d636ce1e995fd89d1b84b62125911f68eaa5aa25dcc83612e6ad93d326686.jpeg/full/3500,/0/default.jpg"
0742,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8543796--fb4d636ce1e995fd89d1b84b62125911f68eaa5aa25dcc83612e6ad93d326686.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8543796--fb4d636ce1e995fd89d1b84b62125911f68eaa5aa25dcc83612e6ad93d326686.jpeg/full/3500,/0/default.jpg"
0743,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8543796--fb4d636ce1e995fd89d1b84b62125911f68eaa5aa25dcc83612e6ad93d326686.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8543796--fb4d636ce1e995fd89d1b84b62125911f68eaa5aa25dcc83612e6ad93d326686.jpeg/full/3500,/0/default.jpg"
